document_id,clean_text,sentiment
448,marvel movies truly become childs movies predictable boring storing mediocre writing truly joke call something like cinema,Positive
449,"understand diversity important seems like one thoughts film

but felt strange watch film last night somehow ashamed embarrassed story film

respect diversity understand chinese market important hollywood today please keep balances make natural films",Positive
450,dazzling visual special effects phenomenon brought acting fight scenes story telling together bring us one top marvel movies deserved big screen wanted great exceeded expectations well done involved kevin feiges super power must bring people together letting story without controlling every aspect production,Positive
451,amazing film setting phase  marvel beautifully cant wait see happens next,Positive
452,"action film another level cinematography new propaply best among marvel films

the last battle didnt really satisfy enjoyed film unlike many others hope marvel keeps",Positive
453,"guy like grown watching jackie chans kung fu movies film wonderful experience

besides perfect fight scenes amazing special effects story telling terrific completely moved shangchis story familys

and ending awesome well dont much say wonderful feeling movie gave",Positive
454,test anyone praising movie either intelligence  year old complete slappie shill movie isnt offensively bad plays like written child silly shallow far cry epic marvel,Positive
455,"typical high flying kung fu action script layered top uninteresting story depth

the main character sidekick tiring watch adults acting like teens never managed become interesting acting however fine knock actors script kiddie clearly going teen demographic movie

i personally couldnt enjoy marvel general hasnt really produced film enjoyed long time really surprising might fun younger adults seen read lot stories probably good",Positive
456,way much bad cgi terrible writing average storyline movie excited watch movie see hype movie delivered last two mcu films havent greatest kind disappointing actually,Positive
457,major concepts film genuinely interesting ruined several problems become norm mcu films point major things commercialize much point significantly new interesting ideas made boring bland say choreography genuinely excellent overall fine didnt make feel anything really,Positive
458,"movie whole time awe everybody theater dont read anything watch worth time money everything marvel outdid phase  people it

fantastic directing fantastic editing fantastic cg fantastic soundtrack expectations surpassed recommend everyone",Positive
459,love cinematography plot cast whole idea movie amazing  recommend,Positive
460,"destin daniel cretton mentored mentored two academy award winners brie larson rami malek another academy award nominee lakieth stanfield demonstrated limitations two years making shangchi legend ten rings delivers every cylinder least 

you find laughing loud lot dazzled remarkable beauty transfixed fight scenes especially ones shang chis simu liu mother jiang li fala chen father wen wu tony leung stunningly beautiful choreography sisterxiangling menger zhang finally one aunt jiang nan michell yeoh

the runaway bus funny brilliant exciting

the story engaging multi layered satisfying every way possible",Positive
463,movie captivating put essentially background noise ended pleasantly surprised well written executed possibly even best made marvel movie dont criticism positives say film even started rewatching night good great one entire family,Positive
465,"thought legend ten rings doesnt tell anything rings

a lot cliche notso funny moments depend viewer im unhappy character development understand shang chi upset father actually sympathize father shouldnt shang chi feel guilty nothing watch mom die rather blame father even knew father used creatures dark says hell kill father

some good action sequence also negated bad dragon cg",Positive
467,"lovely plot great characters awesome designs  costumes martial artist fan loved fight choreography  stunts felt fresh authentic

the mix martial arts action fantasy  drama great worried movie watched trailer cgi effects amazing felt like didnt needed movie got marvel flavor cgi scenes took over

i lot fun watching specially fighting scenes action scenes lovely humor

the acting fantastic shangchis character development great overshadowed fathers character opinion cause story father somehow interesting chemistry shangchi  katy icing cake lovely perfectly matches movie

this first hollywood movie tony leung amazing job

i think safe say well represent asian culture big movie screen highly recommend every marvel fan outstanding job",Positive
468,mcu definitely reached highest level far special effects concerned really good job,Positive
472,without spoiling anything story stands theres going sequel really look forward good humble opinion visually stunning great cgis well choreographed fighting scenes story entertaining watch might find top marvel expect one marvels best movies yet best acting good well whole cast never heard shangchi one fan shangchi legend ten rings wont disappoint lot people unless youre genre movies must see fans,Positive
473,"loved it

up best marvel films

funny great action scenes kate best",Positive
474,"expecting enjoy movie much im sucker good martial arts movie traditional oriental music saw happened last time marvel tried martial arts iron fist

this movie without question top  marvel movies action incredibly choreographed overabundance score beautiful found listening regularly since saw film character development top notch things needed make great movie wrapped nice package sprinkled marvel charm come love years cant stress much need see movie",Positive
475,loved boys   year old boys funny actionpacked family drama epic scale plenty amazing martial arts action  favorite first one runaway bus san francisco  assassins reluctant hero also magical creatures tragic love story battle good evil older son always critical three us loved criticism wasnt much marvel movie origin story bother  superhero cameos larger parts wong dr strange ben kingsley reprising role actor hired play terrorist iron man  end best thing say walked said wanted see,Positive
476,movie amazing choreography great story great mixture comedy seriousness cant wait see shang chi ten rings,Positive
477,compared actionkung fu movies think theres impressive fights even still works well introduced martial arts  rings im impressed use fights kinda want see unique powers rings based comics still entertaining visually stunning mcus pattern great however im convinced mandarins motives kinda lacks evilness  weakness thats hes easily manipulated beast kinda sucks everyones scared mandarin movie gave much heart spite still great movie enjoyed recommended everyone,Neutral
478,black widow really good movie marvel amazing storyline phenomenal action right amount humor movie epic introduction character previously unfamiliar future bright mcu,Positive
479,really enjoyed story acting amazing,Positive
481,movie amazing best movie mcu better endgame jorge es mierda,Positive
482,real concept character story didnt really know expect shangchi legend ten rings pleasantly surprised marvel action film average features impressive visuals engaging action scenes entertaining characters missing pieces story may saving later overall enjoyed introduction new mcu superhero,Positive
483,"tough film watch struggled keep attention throughout entirety film marvel movie formula translate movie well

no amount cgi effects could save movie dull plot

with luck movie continuing role marvel franchise

worst marvel movie far think",Negative
484,heard film going good better imagined storyline really new exciting mcu fight scenes fantastic couldnt keep eyes screen also funny parts like marvel always cant express enough much enjoyed film,Positive
485,"one best action movies till date

one advice dc fans stay away giving negative rating jealousy hate marvel much stick dc comics movies avoid giving false reviews ratings marvel movies

its gonna bring marvel",Positive
486,wont say believe review watch  worth money time  movie every thing wanted see origin movie  really strong main villain  awesome secondary villains  nice back story   star fighting scene vfx  villains phase  iron man andnhulk  magic mystic  humor emotion right proportion chery top cake  post credit mid credit,Neutral
488,movie reminds old kung fu movies jackie chan bruce lee fight sequences extremely well shot choreographed wenwu might one best villains mcu simu liu charismatic actor im hoping gets sequel definitely recommend everyone give movie watch,Positive
489,story good visuals world youll definitely enjoy it❤👌,Positive
490,really like movie movie comedy action really embraced chinese culture cant wait see shang chi,Positive
491,"loved 

but didnt quite feel like marvel movie ",Positive
492,"beautiful start finish amazing visuals cgi fight scenes acting incredible tony leung compelling villain refreshingly funny too

best marvel origin story yet",Positive
493,"thought mcu pulled everything closet movie everything amazing special effects good editing deserved character development intriguing plot movie solid blockbuster aesthetically pleasing

the bad thing point movie enough ending felt like dragged out

this best mcu origin story far",Positive
494,one really write reviews seeing thought would tell people good film  thought would like mix martial arts marvel far exceeded expectations  fun great story fantastic action comedy bits hilarious must see marvel fan 👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻,Positive
495,marvel churned hit hit first  phases feels something different great film great action sequences good casting surprises cameos looking forward character progressing withing marvel universe,Positive
496,"really looking forward movie initially bit upset wasnt going able watch disney however experiencing big screen thankful go local theatre watch chinese australian rarely get see characters similar nice see asian experiences displayed unapologetically screen reviews discuss next level martial arts really telling truth seen plenty chinese dramas martial arts displayed full  always found thinking filming direction bit movie combined martial arts chinese dramas  natural perfectly impactful definitely like action shown mulan sfx stunning better marvel movies shown  amazed effort details placed

im acting major dont know stuff find simu lius facials tad awkward little exaggerated however still nonetheless wonderful role tony leung god moment really shone movie natural swag  cool demeanour attractive really could hate character enjoyed awkwafinas acting movie really knows deliver humorous lines  im glad impactful part movie  wasnt comedy relief

it hurt see cinema wasnt packed especially since area full asians may known movie since marvel barely advertisement definitely hope future get see support shangchi  members

regarding credit scenes mid credits scene definitely huh thats interesting moment probably something cause uproar im interested see goes

overall really enjoyed movie much mandarin incorporated movie able take parents watch",Positive
497,"amazed one 

the soundtracks visuals 

loved everything movie

every moment entertaining  really enjoyed",Positive
498,watch good best fight scenes marvel movie ever cgi huge scale would think avengers movie music could better lacks action characters make,Positive
499,"simu liu really brings everything life embodies shangchi complete perfection almost born role point become marvel fans new favorite opinion par casting likes roberts downey jr bold statement know along side simu liu actress awkwafina also steal hearts many fans bringing many smiles laughs viewers faces becoming something much side character fans route see future future

the actions scenes nothing bliss see perfectly choreographed fights really capture style heart martial arts special effects beautiful eye last two acts simply blow away introduce new world see new life capture completely immerse world shangchi

as story shangchi carries alot weight heart provide many laughs humor also pluck strings every ones heart saying much shangchis story something symphony story telling could ended basic story end deep thrieving life story plenty meaning broken family heart character story taking different paths back whole fans leave tear two

as whole marvel manages yet provide us amazing cast embody iconoc comic characters bring everything every one life screen shangchi consistent adventure start finish provides nothing pure mcu entertainment finest leave fans begging shangchi",Positive
500,"despite promoting lot game changer different kind genre pace mixed match well

the cgi world acting chemistry actors thanks blessing us

best movie year easily  would surprised newcomers marvel

be prepared mind blown",Positive
501,amazing see asian female representation films  film representation marvels ability adapt adapt different cultures languages race able create new story lines also branch together say amazing cast cant wait see else marvel bring hope studios take inspiration follow suit people enjoy different yet relatable film didnt disappoint,Positive
502,loved aesthetics movie score acting story one strongest marvel films ive seen long time,Positive
503,"throw expectations based marketing promotional material away movie fantastic yes focused asian culture forced actually beautiful

the fighting choreography fantastic like martial arts movies martial arts general go see one

the music great humour great actors cool ben kingsley great cameo story cool ten rings blow mind two post credit scenes blow mind great soundtrack

where black widow felt like another movie marvel formula movie great surprises worlds fun explore

oh go see theaters dont wait arrive disney plus option visuals stunning

",Positive
504,film breaks marvel mold action fantasy aspects cant prepare youll see screen fantastic every way,Positive
505,"opinion good amazing start new phase also considered real startand movie better black widow spider man far homealso movie makes us happy cant wait movies going released like eternals spider man way home

to concludethe movie good start new phase big applause visual effects cgi teamand hope new movies coming soon movies better better",Positive
507,"action film top top notch  something missed marvel movies shows something similar saw daredevil iron fist

i loved movie tied past future marvel projects  making exciting welcomed addition

actors  everything  story well developed

dont forget   post credit scenes",Positive
508,never ending awesome action sequences beautiful music enhances experience tenfold movie masterpiece,Positive
509,initial first thoughts entering cinemas going enjoy filled cgi crap well yes beautifully done made saw wow end something would wanna see theaters beautiful even got posters free movie remind movie dont want miss seriously,Positive
510,already watch movie three times movie awesome everything action comedy really embraced chinese culture movie excited post credit scene think seen last shang chi,Positive
511,finished watching say movie soo unique action atmosphere made experience great words cant even explain im eager see marvel store us next,Positive
512, rings best weapon marvel movies animation action beyond amazing,Positive
513,im huge marvel fan continue disappoint phase shallow virtue signaling character anymore earth decide go direction endgame movie moments gets lost woke lack depth pray isnt end marvel cinematic universe enjoyed much end great  year run dont waste time nonsense,Positive
514,movie amazing goes straight favourite movie list amazing story line great acting mesmerising cinematography good humour spectacular fight scenes would definitely recommend movie everyone must see,Positive
515,saw today bfi london imax  year old friend enjoyed immensely thrilling  races along great pace first scene perfect mix action fantasy  lighthearted comedy decent story line bind together one could say another typical marvel movie churned factory production line however felt one really miles better many recent ones due incredible martial arts fight scenes fast really exciting watch also enjoyed fact didnt recognise main actors ben kingsley hilarious often makes movie much easier get old super star faces hesitation recommend  great kids adults,Positive
516,movie good blood celly wanted see masterpiece theyre nose started bleeding middle final fight,Positive
517,refreshing return theatre going normalcy movie feels different previous marvel movies low expectations movie iron maned falling love movie character ai formerly knew little action awesome visuals practical cg awesome story wasnt complicated simple saw friends enjoyed start finish simu liu awkwafina great chemistry tony leung chiuwai relatable relatable villain person love movie feeling earth human also full marvel wonder like iron man way opens wide beautiful future marvel leaves optimistic excited,Positive
519,awesome movie honest one best marvel solo films everrr,Positive
520,freshest new intro superhero film since black panther brilliant asian casting elevates latest marvel addition crowd pleasing emotional visually strong cute extra scenes credits stick around,Positive
521,absolutely amazing movie best special effects fight sequences youll ever see definitely mustsee,Positive
525,"bad film per se seems like marvel pandering eastern market reminds much hd ct without plot

the addition wong seemed forced unnecessary best

a poor attempt tenuous links rest universe",Positive
526,"well scripted character shangchi marvels first character introduced beautifully

movie perfect blend actionvisual effectslocationsmusic characters awesome performance however role death dealer could movie ok

visual effects omg marvels best visual effect till time movie action sequences really amazing love background music movie really enjoyable scene special music allotted definitely enjoy full movie uniqueness",Positive
527,coming asian american upbringing saw parts personal story play big screen theres something affirming beautiful seeing parts story wanted people understand full display tony leung specifically wonderful job depicting complex father something relate shape form marvel needs invest franchise heavily,Positive
529,"marvel stopped trying longer wants risk movies like get praise

in beginning shaun actually likeable movie progresses kinda stuff motivations almost inexistent rest characters bland uninteresting

the plot place boring filled explanation flashback explanation makes long

the fight scenes start good become huge filled cgi makes boring me

in conclusion weekend movie see family comes tv kids love adults forget  days generic tasteless movie",Positive
530,movie well made course typical marvel magic action comedy really fantastic build dialogue action moving definitely worth seeing big screen,Positive
531,outstanding marvel movie waiting new version avengers,Positive
533,"movie phenomenal cant expect solo superhero mcu film everything perfect scenes great graphic works eye catching dialogues specially joke parts great movie portrayed family drama fantastic way action scenes eye touching also parts emotional almost cried

if still watched movie reading commentmy first suggestion please dont miss mid credit scene mind gonna blow",Positive
534,like movie much action fighting good,Positive
535,let start saying film nice blend spiderman antman look personality humor characters way honestly every marvel movie one visuals reminiscent dr strange humor quite like ragnarok characters backstory fantastic great movie watch family also great marvel fans maybe one best marvel superhero origin stories pacing decent visuals phenomenal youll happy little easter eggs extras fun movie dark recommend every marvel fan definitely worth watch disappointed,Positive
536,"loved way story revolves around shang chi like fantasy journey world actions super satisfying 

cant wait see next avenger film",Positive
537,"wow movie wasnt bad all

the action fight scene mixture classical chinese martial arts choreography flying  floating around classic chinese kung fu movies like hidden dragon crounching tiger  jet lis upon time china also realistic fighting style well jackie chan fighting style mixture fantasy magic power fighting style like dragon ballz lol

the romance scene soo beautiful shangchi mother  father better romance movie marvel superhero movie lol

the landscapes  background graphics amazing well done soo enjoying see beautiful landscapes grass trees  chinese mythology creatures

the funny scene really enjoyable watch mostly katy  shangchi close friend lol

the storyline  main character shangchi xialing wenwu  jiang li well done well written story line plot  main characters showing flashbacks past happened  characters

the script well done serious scripts wenwuxialing  shangchi  funny scripts katy  trevor slattery lmao

 villains work wenwu well done made job razorfist  death dealer

the sad drama part shangchi father stuck past wife died long ago heart felt heart broken ",Positive
538,easily landed top  mcu films thus far epic action gorgeous cinematography youd expect wuxia movie marvel budget great acting leung awkwafina particular rich references chinese myth,Positive
539,went cinema watch movie imax money definitely worth honestly favourite stand alone film mcu visual effects outstanding well fight scenes good comedy though  recommend everyone marvel fans watch movie,Positive
540,well written funny well made movie make smile relax laugh hype time watched theaters yesterday say truly masterpiece,Positive
542,really original shows new direction filming mcu take,Positive
543,going trailers excited blown away seeing imax opening night definitely going later week really deserves rewatch,Positive
545,action film fact character simi liu awkwafina course michelle yeah deliver beautiful performances shang chi generations iron man mcu perfect hands,Positive
547,loved fight sequences blown away second half movie  like another level phenomenal,Positive
548,"movie first started felt like watching foreign film english chinese english subtitle didnt know expect movie later casts started speaking english  awesome fighting scenes kicked omg exciting fighting choreography unbelievable good jackie chan movies

the storyline alright cg good used lots chinese culture tradition costume  symbols looking forward see next sequel",Positive
549,great characters strong plot amazing visuals pretty serious movie none typical unnecessary marvel humour,Positive
550,"saw movie theater haven´t spoken word since movie truly takes journey don´t expect characters immersively written ones yet truly relate main ones tied beautifully modern culture love platonic friendship katy shang feels real movie moments sheer beauty liked humor points improvement sure immersion broken handful times however together loved journey taken anyone hasnt seen yet  fantastic journey enjoy experience

ps music sick loved",Positive
551,well gem movie make smile laugh times covid restrictions ben kingsley good plays part well movie family thrills spills fantasy listen cracking one liners,Positive
553,"idea story character comics way depicted movie okayish barely entertaining thanks usual aaa sfx

not sure supposed please asian people full asian cast dont count cameos way black panther black people pretty much find ridiculous everytime movie sort thing",Positive
554,"earth got higher rating time die

bad script filled typical disney cliche characters fluffy toys sold on

to much dodgy green screen awful cgi

terrible terrible mess film

",Positive
556,"watched disney incredibly excited watch unfortunately much excitement lost halfway through

it started become overly cheesy dont know special effects much beautiful got quite cartoony instead realistic

the  credit scenes brilliant awkwafina stole movie fantasticbut aside would say best marvel offering

im actually glad waited didnt waste money see cinema sorry",Positive
557,"movie nice kungfu scenes nice fighting effects overall underwhelming

first one annoyed byt katys character didnt understand even movie didnt contribute storyline annoying side chick unnecessary unneeded comments going wanted turn movie every time opened mouth heck would marvel make canon

and second jumpy storyline things add like heck shangchis mother fall love father especially said conquer village like first thought went playing tricks eventually dancing instead trying protect village like say what

overall mellow movie marvel could done much better especially cut katys character focused shangchis sister sister least much cooler character",Positive
558,pretty ordinary movie movie nothing poor effort trying add chinese flavor marvels universe lure chinese crowd never felt immersed story,Positive
559,promising colorful opening magical forest movies meanders like lesser disney movie good fight scenes fight bus maybe best lead actor good given little akwafina many scenes first half shot low lighting good reason everything else meh plain silly,Positive
560,definitely great marvel movie great story marvelous cast cant miss beat,Positive
561,"best marvel solo movie must watch theaters

action scenes awesome characters good postcredit scene give goosebumps",Positive
562,movie good story repeated many time feeling watching marvel version movie raya whos much better,Positive
563,amazing thought nothing would take favorite marvel movie place avengers infinity warbut wrong shang chi took,Positive
564,"great mix action levity family drama cant relate seen since captain marvel cat hacking tesseract hairball  cant relate

it visual masterpiece elements fan legend zelda  breath wild swoon maybe something everyone relate to

if  rings ring bell  check iron man  refresher

also make sure hang around mid endcredit scenes",Positive
565,movie absolutely amazing wish see defiantly watch,Positive
566,movie great introduction character pretty epic ending looking forward seeing shang chi,Positive
567,really good movie immersive recommend fans,Positive
568,great story great action movie definitely wanna watch bring back marvelness,Positive
569,well truth movies marvel way better movies anyone else theres story beautiful visuals love drama comedy  package well worth big screen experience go see fan action andor fantasy magical movies,Positive
570,went cinemas year half totaly worth itmacau fight scene stole movie,Positive
571,honestly one best marvel movies made date uptopar could even surpass black panther acting especially tony leung dad incredible along visuals soundtrack storyline writing loved actually spoke chinese authentic scenes vs making speak english whole time accent true asian culture definitely us proud,Positive
572,really liked movie im fullon marvel fan usually like wanda characters film makes like shangchi time would never thought would like another character marvel outdone sure,Positive
573,perfect casting great flow throughout solid story character development great movie take family watch provides many topics conversationchange better start doesnt dictate end see good cherish loved ones many others mark really good movie cant wait next movie cant wait chapter two,Positive
574,never write reviews let tell enjoyed movie every inch heart speak rest people theate well definitely big win chineseamericans simply enjoyed portrayed english chinese language recommend movie anyone family looking good laugh beautiful cinematic piece shangchi,Positive
575,watch theaters great storyline well developed characters entire cast fantastic moments humor seriousness seamlessly blended loved seeing asian superhero rocked brilliant,Positive
576,best action sci fi movie ever pliz go watch movie one finest movie marvel marvel good job,Positive
577,"vfx cgi movies great best debut movie point view action scenes good even father didnt wanted see movie loved it

and movie purely family friendly

overall really liked movie made lot new fans mcu community",Positive
578,"another global treath

another villain gonna kill entire reallity speaking abault whats name villain oh cant remember another secret organization shape history take government bla bla bla

its good movie script bad characters forced movie even cgi much cgi good cgi",Positive
579,action packed movie comedy kamehameha,Positive
580,"growing kid kung fu movies went shangchi opened mind

well blown away cast outstanding visual effects cinematography vibrant colours fight scenes fantastic enjoyed music well

found laughing time exited emotional

mcu added characters diversity new possibilities

shangchi legend ten rings spectacular movie watch",Positive
581,well  movie deserved watched theaters action emotion story flaw movie little bit fast paced,Positive
582,amazing visuals depth store inside jokes true marvel fans notice another masterpiece made marvel studios,Positive
583,great movie climatic fight amazing side note disney got rights dragon ball z live action movie would great use director movie,Positive
585,movie spectacular visuals action sequences soundtrack everything amazing literally full body chills watching movie,Positive
586,first glance shangchi legend ten rings emotional engaging action packed truth theres much behind surface story self discovery full great character arcs glorious fight scenes dynamic choreography simu liu really shines main character brings much charm role easy grow fond director destin daniel cretton manages create new mythology inspired comics chinese tradition visual effects great even outstanding certain moments well concept design mythical creatures finally music really meshes amazingly scenes especially theres action emotion new modern superhero arrived hes ready deliver punches movie really pulls great origin story proves endless possibilities marvel cinematic universe yet offer,Positive
587,great movie fight scenes recommend everyone,Positive
588,"need explain marvel movie excellent debut movie new hero value money greatest movie time action bgms awesome chinese tunes action scenes best time marvel movies excellent vfx cgi atlast im giving movie cant rate movie excellent

you shouldve watch masterpiece",Positive
589,wasnt bad really liked im even big marvel fan really enjoyed movie,Positive
590,wasnt expecting much first heard storyline one kind definitely enjoyed fight scenes,Positive
591,"read advance reviews excited positivity glowing feedback id seen means lot asianamericans finally put spotlight juggernaut like marvel machine less

went see late night showing thursday sept nd technically day advance official release date happy say movie disappoint ive watched many hong kong style movies years shangchi filmmaking team spectacular job importing authentic asianflavor filmmaking kind research ive come expect marvels creative team let team leave distinct chinese style using mandarinspeaking dialogue strategic moments distinct style chineseinfluenced music totally awesome kungfu sequences scaffolding something see many old school kung fu movies michelle yeoh particular acted many movie vein back many years ago

the filmmakers great job melding oldstyle authentic chinese kung fu cinema themes fatherson tension motherly devotion male prioritized female etc  current asianamerican themes underachieving children overexpecting parents general confusion american society combining everything context fantasyaction movie trademark marvel humor lighten things up

i fan special effects throughout movie thoroughly enjoyed ending sequence well like reviewers loved opening fight sequence tony leung fala chen wonderful see tai chi  style fighting introduced western blockbuster movie

crouching tiger hidden dragon great movie shangchi think marvel achieved something melding disparate parts taking much bringing together cultures generations viewpoints context mcu superhero action movie next time see shangchi theres doubt us  moviegoers colors cultures  happy see",Positive
592,movie phenomenal dx theater fight scenes movie felt real close hong kong fighting movies story behind shangchi set father unique mcu,Positive
593,great choreography every fight tells great story movie grabs attention doesnt let go reason isnt  stars final act black panther became superheroy got distracted cgi battles rather getting great family battle father son still movie fantastic people need go see support film,Positive
594,find film engaging start finish couldnt get eyes screen kung fu good visual effects wonderful enjoyed every second film,Positive
595,"let start saying damnnn marvel made absoluut banger movie one developed antagonist marvel film cgi stunning watch let alone good story great fight scenes

from beginning end one big smile first film phase  expect bigger things happen

of course marvel fan go watch also opinion best marvel film made definitely worth money

phase  destined greatness",Negative
596,marvel losing becoming embarrassing ugly black widow pretty bad downright awful script beyond idiotic want kids come home send assassins kill pacing place katy worst combination annoying character annoying actress since rose tico seriously cut losses run,Positive
597,simply epic im sorry reason hate youre bigoted one greatest marvel origin films ever weak moments great characters great plot,Positive
598,new favorite marvel everything perfect acting storyline problem actor ben kingsley didnt belong otherwise  two thumbs,Positive
599,"forget boys china interested movie industry youre making look foolish like john cenas grovelling apology

anyhoo movies okay superhero movie perfectly suitable braindead dont like real movies backstory talking big action scene wash rinse repeat",Positive
601,"ill brief

clearly much effort thought funding gone flick goes show one assemble right ingredients recipe still make meal it

it good action live action cg stale transitions always evident

it solid storyline padding average

it good actors support roles only

in movie know hero ultimately triumph get there

this journey underwhelming",Positive
603,"fast review good effect exciting figth scenes satisfying story

 normally dont like marvel movies bla bla  however martial arts fan performer chinese culture mythology fan decided watch use martial arts unexpectedly satisfied

 good base universe chinese mythology may waste definetly use well effects realy good especially like effects portals water tornado dragon

 fight scenes interested part course really good parts fast detect movements

 visual effects kung fu style main character mother people describe philosophy style well kung fu smooth basic easily recognisable traditional style

i happy saw movements use",Positive
604,imagine movie well timed jokes action pacing sequences crossed magical world asian mythology kung fu got shangchi ,Positive
605,marvels newest solo film introduces iconic hero thier vast collection heroes certainly newer fans didnt grow master kungfu even stan lee charge company didnt create shangchi admitted comic ripoff bruce lee looks style adding mystical possible alien influence view mistake true characters story reimaging mandarin found disappointing aside tired storylines become common marvel films ending little top aside criticisms ill give kudos good cast wonderful cinematography ever get faithful adaption marvel comic grew might shocked coming conclusion films  since dont recognize heroes villains worse film marvel universe best,Positive
606,"shangchi everything right really mulan live action mulan tried been

it comedy suspense amazing martial arts female heroines course dragon

i went expecting like pleasantly surprised

if gotten henry golding role movie would ",Positive
607,amazing personality amazing personality amazing personality character funny love character love marvel heroes thanks marvel,Positive
608,enjoyed every action scene must watch big screens,Positive
609,"part spoilers film absolutely amazing almost every aspect film perfect smashed expectations took place one best marvel films films seen

the visual effects movie fabulous plenty captivating scenes astounding usage modern technology cinematography probably one best seen film kept captivated toes entire time also noticed light used make scenes even captivating something dont always see films

the dialogue solid didnt feel clunky wierd jokes well spaced gave muscles rest tensed

the action perfectly filmed beautiful felt like dancing choreography impressive

the story nothing unexpected pretty much generic origin story dont worry doesnt take away film all

and lastly villain one interesting aspects film made feel gave interesting charachter nongeneric motive havent felt villain much long while

ps two post credit scenes stay credits

part spoilers wanted say loved return trevvor slattery surprise something managed keep trailers hilarious especially played dead also like fact wong played role film scenes interesting post credit scenes set sequel interested see cant wait find sister rings calling",Positive
611,"worried movie would bust much better black widow great fight scenes though favorite marvel movie time huge marvel fan found decent action movie pretty good plot marvel origin story

tony mandarin freaking amazing best acting ive seen marvel movie far best actor movie akwafina surprised thought odd casting choice simu great chemistry set also shout wong og asian marvel superhero

definitely see movie",Positive
612,marvel make awesome file  thier stories character deep vfx wow love movie,Positive
613,marvel studios apparently doesnt learn mistakes profitable makes another movie tons jokes instead focussing character development,Positive
614,ive seen cinemas hour ago impressed ,Positive
615,marvel universe excelled  pure pure brilliance  good ,Positive
616,"personally im huge marvel scene score came surprise acting character development impressive right good scaling plot never felt slow built like good song

there moments animation completely blew away ive seen every new film cinemas past plenty animation cinema moments truly incredible

would recommend anyone go see easily favourite action film maybe outright favourite film",Positive
617,"positive great casting simu liu tony lueng especially tony lueng look badass great acting skill

youve already heard people praising films action choreography welldeserved doesnt many cut scenes like many mcu fighting scenes

this film felt completely unique weve seen mcu already

props beautiful cinematography soundtrack well great

the first two act incredible amazing showing life shangchi wenwu meet wife etc type act something mcu usually doesnt have

this film open mcu new world myth creature many evil organization mystery ten rings

negative casting stellar aside one person didnt care razor fist cough cough everybody played roles perfection

the jokes may funny people funny me

the issue shangchi third act bad felt detracting first rds movie established become every mcu logic partcgi battle took away great handtohand action stunt work expected film genre

character universe

imo great way introduce new hero great martial art fight scenes great characters looking forward shangchi also wenwu

not top tier film movie industry top tier film mcu standalone movies",Positive
618,movie hands brilliant thank marvel giving us new world excellent everyone simu liu star long way go best choice role,Positive
619,handsdown movie year favor go see big screen one movies  years youll say seen big screen,Positive
620,two half years gap audience came back together watch marvel movie shangchi legend ten rings one action packed entertaining movie keeps engaged till end movie action sequences visual effects topnotch costume designing actors simu like awkwafina theatres housefull india movie craze india one best moral movies  years soft tomorrow must watch movie theatres home,Positive
621,"movie great kung fu wonderful story good acting besides usual special effects enjoyed movie black widow action would home classic kung fu movies

i hope shang chi ten rings returns soon",Positive
622,"positive great casting simu liu tony lueng especially tony lueng look badass great acting skill

youve already heard people praising films action choreography welldeserved doesnt many cut scenes like many mcu fighting scenes

this film felt completely unique weve seen mcu already

props beautiful cinematography soundtrack well great

the first two act incredible amazing showing life shangchi wenwu meet wife etc type act something mcu usually doesnt have

this film open mcu new world myth creature many evil organization mystery ten rings

negative casting stellar aside one person didnt care razor fist cough cough everybody played roles perfection

the jokes may funny people funny me

the issue shangchi third act bad felt detracting first rds movie established become every mcu logic partcgi battle took away great handtohand action stunt work expected film genre

character universe

imo great way introduce new hero great martial art fight scenes great characters looking forward shangchi also wenwu

not top tier film movie industry top tier film mcu standalone movies",Positive
623,boring movie didnt expect marvelso much annoying movie,Positive
624,"well heres review reading reviews came across bad reviews laughed saying villain bad spoiler dad saying doesnt fit new marvel universe also saw one review gave  said one actors post credits scene people reviewing bad reviews dont like new superheroes asian

the movie perfect made feel sorrow character position father could feel weight shoulders beginning movie starts fear unknown dont know go many happy sad emotions movie also excellent job using characters native language fight scenes astonishing cgi beautiful wasnt cgi characters didnt look real cast crew proud beautiful masterpiece made amazing amazing",Positive
625,"aesthetically beautiful likable characters

amazing work simu liu awkwafina also special shoutout ben kingsley whose trevor slattery made laugh hard everytime screen

cant wait see whats coming mcu amazing characters",Positive
626,consume disney product disney product never stop eat every one care ask consume open mouth insert product disney make,Positive
627,ok much plot lot action whole movie seemed like adding another movie,Neutral
628,movie blew away effects beautiful  fight scenes greatly choreographed tracking cinematography perfect made scenes flow well  backgrounds perfect aesthetic  chemistry characters perfect jokes funny good see platonic relationship man woman  definitely worth watch cinema,Positive
629,really wasnt expecting good thought end game wrapped everything see getting sucked,Positive
630,martialarts master shangchi confronts past thought left behind hes drawn web mysterious ten rings organization,Positive
631,first time fight two people amazing farther boring many characters effects made movie mess real,Positive
632,seen premier recommended seems marvel siding toward mystic magic instead science hardcore marvel fan since childhood liked specially bus fight scene dont know casual watchers,Positive
633,great combination high energy action emotional context funny great introduction characters looking forward seeing,Positive
634,amazing cgistory beginning new character absolutely amazing credit shot movie every second going open mouth surprised good luck fourth stage movie raised expectations works pray dont drop,Positive
